dataset,rep,M,S,MS,K_star,rf_acc,rf_rmin,rf_rmaj,Kstar_acc,Kstar_rmin,Kstar_rmaj,K0_acc,K0_rmin,K0_rmaj,K10_acc,K10_rmin,K10_rmaj,K20_acc,K20_rmin,K20_rmaj,K30_acc,K30_rmin,K30_rmaj
parkinsons,24,0.102941,0.192887,0.019856,20,0.932203,0.733333,1.000000,0.949153,0.800000,1.000000,0.932203,0.733333,1.000000,0.932203,0.733333,1.000000,0.949153,0.800000,1.000000,0.949153,0.800000,1.000000
parkinsons,25,0.073529,0.043550,0.003202,0,0.864407,0.666667,0.931818,0.898305,0.800000,0.931818,0.898305,0.800000,0.931818,0.898305,0.800000,0.931818,0.898305,0.800000,0.931818,0.898305,0.800000,0.931818
parkinsons,26,0.095588,0.154154,0.014735,10,0.898305,0.600000,1.000000,0.915254,0.666667,1.000000,0.915254,0.666667,1.000000,0.915254,0.666667,1.000000,0.915254,0.666667,1.000000,0.915254,0.666667,1.000000
parkinsons,27,0.088235,0.287351,0.025355,0,0.881356,0.800000,0.909091,0.915254,0.800000,0.954545,0.915254,0.800000,0.954545,0.915254,0.800000,0.954545,0.915254,0.800000,0.954545,0.915254,0.800000,0.954545
parkinsons,28,0.095588,0.251010,0.023994,0,0.966102,0.933333,0.977273,0.966102,0.933333,0.977273,0.966102,0.933333,0.977273,0.966102,0.933333,0.977273,0.966102,0.933333,0.977273,0.966102,0.933333,0.977273
parkinsons,29,0.073529,0.342337,0.025172,10,0.881356,0.533333,1.000000,0.881356,0.533333,1.000000,0.881356,0.533333,1.000000,0.881356,0.533333,1.000000,0.881356,0.533333,1.000000,0.881356,0.533333,1.000000
sonar,0,0.248276,0.135673,0.033684,30,0.825397,0.655172,0.970588,0.825397,0.655172,0.970588,0.841270,0.689655,0.970588,0.841270,0.689655,0.970588,0.825397,0.655172,0.970588,0.825397,0.655172,0.970588
sonar,1,0.303448,0.135246,0.041040,0,0.873016,0.758621,0.970588,0.873016,0.758621,0.970588,0.873016,0.758621,0.970588,0.873016,0.758621,0.970588,0.873016,0.758621,0.970588,0.873016,0.758621,0.970588
sonar,2,0.275862,0.162194,0.044743,0,0.793651,0.655172,0.911765,0.793651,0.655172,0.911765,0.793651,0.655172,0.911765,0.793651,0.655172,0.911765,0.809524,0.655172,0.941176,0.809524,0.655172,0.941176
sonar,3,0.303448,0.128717,0.039059,30,0.777778,0.655172,0.882353,0.777778,0.655172,0.882353,0.777778,0.655172,0.882353,0.777778,0.655172,0.882353,0.777778,0.655172,0.882353,0.777778,0.655172,0.882353
sonar,4,0.275862,0.213530,0.058905,0,0.777778,0.551724,0.970588,0.777778,0.551724,0.970588,0.777778,0.551724,0.970588,0.777778,0.551724,0.970588,0.777778,0.551724,0.970588,0.777778,0.551724,0.970588
sonar,5,0.193103,0.152278,0.029405,0,0.650794,0.620690,0.676471,0.698413,0.620690,0.764706,0.698413,0.620690,0.764706,0.698413,0.620690,0.764706,0.698413,0.620690,0.764706,0.698413,0.620690,0.764706
sonar,6,0.241379,0.239106,0.057715,0,0.793651,0.724138,0.852941,0.793651,0.724138,0.852941,0.793651,0.724138,0.852941,0.793651,0.724138,0.852941,0.793651,0.724138,0.852941,0.793651,0.724138,0.852941
sonar,7,0.310345,0.132629,0.041161,0,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353
sonar,8,0.289655,0.156401,0.045302,20,0.809524,0.724138,0.882353,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353
sonar,9,0.200000,0.167494,0.033499,0,0.777778,0.551724,0.970588,0.777778,0.551724,0.970588,0.777778,0.551724,0.970588,0.777778,0.551724,0.970588,0.777778,0.551724,0.970588,0.793651,0.586207,0.970588
sonar,10,0.275862,0.169620,0.046792,0,0.809524,0.655172,0.941176,0.825397,0.655172,0.970588,0.825397,0.655172,0.970588,0.825397,0.655172,0.970588,0.825397,0.655172,0.970588,0.825397,0.655172,0.970588
sonar,11,0.317241,0.164830,0.052291,30,0.873016,0.896552,0.852941,0.873016,0.896552,0.852941,0.873016,0.896552,0.852941,0.873016,0.896552,0.852941,0.873016,0.896552,0.852941,0.873016,0.896552,0.852941
sonar,12,0.282759,0.118032,0.033375,10,0.888889,0.931034,0.852941,0.888889,0.931034,0.852941,0.888889,0.931034,0.852941,0.888889,0.931034,0.852941,0.888889,0.931034,0.852941,0.888889,0.931034,0.852941
sonar,13,0.303448,0.107643,0.032664,0,0.841270,0.689655,0.970588,0.873016,0.758621,0.970588,0.873016,0.758621,0.970588,0.873016,0.758621,0.970588,0.873016,0.758621,0.970588,0.873016,0.758621,0.970588
sonar,14,0.282759,0.142080,0.040174,20,0.904762,0.827586,0.970588,0.904762,0.862069,0.941176,0.888889,0.827586,0.941176,0.888889,0.827586,0.941176,0.904762,0.862069,0.941176,0.904762,0.862069,0.941176
sonar,15,0.248276,0.136446,0.033876,30,0.841270,0.827586,0.852941,0.841270,0.827586,0.852941,0.841270,0.827586,0.852941,0.841270,0.827586,0.852941,0.841270,0.827586,0.852941,0.841270,0.827586,0.852941
sonar,16,0.337931,0.145807,0.049273,0,0.888889,0.862069,0.911765,0.873016,0.827586,0.911765,0.873016,0.827586,0.911765,0.873016,0.827586,0.911765,0.873016,0.827586,0.911765,0.873016,0.827586,0.911765
sonar,17,0.262069,0.137153,0.035944,0,0.857143,0.758621,0.941176,0.857143,0.758621,0.941176,0.857143,0.758621,0.941176,0.857143,0.758621,0.941176,0.841270,0.758621,0.911765,0.841270,0.758621,0.911765
sonar,18,0.358621,0.148248,0.053165,0,0.888889,0.793103,0.970588,0.873016,0.758621,0.970588,0.873016,0.758621,0.970588,0.873016,0.758621,0.970588,0.873016,0.758621,0.970588,0.857143,0.724138,0.970588
sonar,19,0.289655,0.127378,0.036896,10,0.841270,0.724138,0.941176,0.841270,0.724138,0.941176,0.841270,0.724138,0.941176,0.841270,0.724138,0.941176,0.841270,0.724138,0.941176,0.841270,0.724138,0.941176
sonar,20,0.179310,0.205278,0.036809,0,0.587302,0.586207,0.588235,0.571429,0.586207,0.558824,0.571429,0.586207,0.558824,0.571429,0.586207,0.558824,0.571429,0.586207,0.558824,0.571429,0.586207,0.558824
sonar,21,0.289655,0.123981,0.035912,20,0.809524,0.758621,0.852941,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353,0.825397,0.758621,0.882353
sonar,22,0.227586,0.107160,0.024388,0,0.746032,0.586207,0.882353,0.746032,0.586207,0.882353,0.746032,0.586207,0.882353,0.746032,0.586207,0.882353,0.761905,0.620690,0.882353,0.777778,0.620690,0.911765
sonar,23,0.234483,0.159307,0.037355,0,0.809524,0.689655,0.911765,0.809524,0.689655,0.911765,0.809524,0.689655,0.911765,0.809524,0.689655,0.911765,0.825397,0.724138,0.911765,0.825397,0.724138,0.911765
sonar,24,0.255172,0.132683,0.033857,10,0.793651,0.758621,0.823529,0.793651,0.758621,0.823529,0.793651,0.758621,0.823529,0.793651,0.758621,0.823529,0.793651,0.758621,0.823529,0.793651,0.758621,0.823529
sonar,25,0.241379,0.162759,0.039287,30,0.746032,0.620690,0.852941,0.730159,0.586207,0.852941,0.746032,0.620690,0.852941,0.730159,0.586207,0.852941,0.730159,0.586207,0.852941,0.730159,0.586207,0.852941
sonar,26,0.296552,0.169508,0.050268,0,0.825397,0.793103,0.852941,0.825397,0.793103,0.852941,0.825397,0.793103,0.852941,0.825397,0.793103,0.852941,0.825397,0.793103,0.852941,0.825397,0.793103,0.852941
sonar,27,0.324138,0.084681,0.027448,0,0.841270,0.827586,0.852941,0.841270,0.827586,0.852941,0.841270,0.827586,0.852941,0.841270,0.827586,0.852941,0.857143,0.827586,0.882353,0.857143,0.827586,0.882353
sonar,28,0.282759,0.139086,0.039328,0,0.857143,0.724138,0.970588,0.857143,0.724138,0.970588,0.857143,0.724138,0.970588,0.857143,0.724138,0.970588,0.857143,0.724138,0.970588,0.857143,0.724138,0.970588
sonar,29,0.234483,0.117886,0.027642,20,0.809524,0.827586,0.794118,0.825397,0.862069,0.794118,0.809524,0.827586,0.794118,0.809524,0.827586,0.794118,0.825397,0.862069,0.794118,0.825397,0.862069,0.794118
heart-statlog,0,0.185185,0.308289,0.057090,0,0.864198,0.888889,0.844444,0.876543,0.888889,0.866667,0.876543,0.888889,0.866667,0.876543,0.888889,0.866667,0.876543,0.888889,0.866667,0.888889,0.888889,0.888889
heart-statlog,1,0.195767,0.369862,0.072407,30,0.802469,0.722222,0.866667,0.827160,0.750000,0.888889,0.827160,0.777778,0.866667,0.839506,0.777778,0.888889,0.827160,0.750000,0.888889,0.827160,0.750000,0.888889
heart-statlog,2,0.164021,0.279132,0.045784,10,0.814815,0.805556,0.822222,0.827160,0.805556,0.844444,0.814815,0.805556,0.822222,0.827160,0.805556,0.844444,0.827160,0.805556,0.844444,0.839506,0.805556,0.866667
heart-statlog,3,0.153439,0.205713,0.031564,0,0.876543,0.777778,0.955556,0.876543,0.777778,0.955556,0.876543,0.777778,0.955556,0.876543,0.777778,0.955556,0.876543,0.777778,0.955556,0.864198,0.750000,0.955556
heart-statlog,4,0.142857,0.194246,0.027749,0,0.851852,0.750000,0.933333,0.864198,0.750000,0.955556,0.864198,0.750000,0.955556,0.864198,0.750000,0.955556,0.864198,0.750000,0.955556,0.864198,0.750000,0.955556
heart-statlog,5,0.169312,0.200070,0.033874,20,0.839506,0.777778,0.888889,0.851852,0.805556,0.888889,0.839506,0.777778,0.888889,0.851852,0.805556,0.888889,0.851852,0.805556,0.888889,0.851852,0.805556,0.888889
heart-statlog,6,0.121693,0.173750,0.021144,0,0.777778,0.527778,0.977778,0.777778,0.527778,0.977778,0.777778,0.527778,0.977778,0.777778,0.527778,0.977778,0.790123,0.555556,0.977778,0.790123,0.555556,0.977778
heart-statlog,7,0.153439,0.204764,0.031419,0,0.851852,0.750000,0.933333,0.851852,0.722222,0.955556,0.851852,0.722222,0.955556,0.851852,0.722222,0.955556,0.851852,0.722222,0.955556,0.851852,0.722222,0.955556
heart-statlog,8,0.148148,0.193162,0.028617,0,0.864198,0.833333,0.888889,0.864198,0.833333,0.888889,0.864198,0.833333,0.888889,0.864198,0.833333,0.888889,0.864198,0.833333,0.888889,0.864198,0.833333,0.888889
heart-statlog,9,0.137566,0.206983,0.028474,0,0.839506,0.805556,0.866667,0.839506,0.805556,0.866667,0.839506,0.805556,0.866667,0.839506,0.805556,0.866667,0.839506,0.805556,0.866667,0.839506,0.805556,0.866667
heart-statlog,10,0.158730,0.131807,0.020922,10,0.851852,0.722222,0.955556,0.851852,0.722222,0.955556,0.851852,0.722222,0.955556,0.851852,0.722222,0.955556,0.851852,0.722222,0.955556,0.851852,0.722222,0.955556
heart-statlog,11,0.174603,0.192140,0.033548,0,0.827160,0.750000,0.888889,0.814815,0.722222,0.888889,0.814815,0.722222,0.888889,0.814815,0.722222,0.888889,0.814815,0.722222,0.888889,0.814815,0.722222,0.888889
heart-statlog,12,0.121693,0.148533,0.018075,30,0.802469,0.777778,0.822222,0.802469,0.777778,0.822222,0.802469,0.777778,0.822222,0.802469,0.777778,0.822222,0.802469,0.777778,0.822222,0.802469,0.777778,0.822222
heart-statlog,13,0.132275,0.221166,0.029255,20,0.851852,0.777778,0.911111,0.864198,0.777778,0.933333,0.851852,0.777778,0.911111,0.851852,0.777778,0.911111,0.864198,0.777778,0.933333,0.864198,0.777778,0.933333
heart-statlog,14,0.206349,0.233496,0.048182,30,0.851852,0.888889,0.822222,0.839506,0.861111,0.822222,0.839506,0.861111,0.822222,0.839506,0.861111,0.822222,0.839506,0.861111,0.822222,0.839506,0.861111,0.822222
heart-statlog,15,0.142857,0.289324,0.041332,20,0.876543,0.805556,0.933333,0.876543,0.805556,0.933333,0.876543,0.805556,0.933333,0.876543,0.805556,0.933333,0.876543,0.805556,0.933333,0.876543,0.805556,0.933333
heart-statlog,16,0.126984,0.151377,0.019223,0,0.802469,0.750000,0.844444,0.802469,0.750000,0.844444,0.802469,0.750000,0.844444,0.802469,0.750000,0.844444,0.802469,0.750000,0.844444,0.814815,0.750000,0.866667
heart-statlog,17,0.137566,0.184060,0.025320,0,0.827160,0.833333,0.822222,0.827160,0.833333,0.822222,0.827160,0.833333,0.822222,0.827160,0.833333,0.822222,0.827160,0.833333,0.822222,0.827160,0.833333,0.822222
heart-statlog,18,0.121693,0.314382,0.038258,10,0.876543,0.750000,0.977778,0.888889,0.777778,0.977778,0.876543,0.750000,0.977778,0.888889,0.777778,0.977778,0.888889,0.777778,0.977778,0.888889,0.777778,0.977778
heart-statlog,19,0.148148,0.224383,0.033242,0,0.839506,0.805556,0.866667,0.851852,0.805556,0.888889,0.851852,0.805556,0.888889,0.851852,0.805556,0.888889,0.851852,0.805556,0.888889,0.851852,0.805556,0.888889
heart-statlog,20,0.174603,0.170547,0.029778,20,0.753086,0.611111,0.866667,0.753086,0.611111,0.866667,0.753086,0.611111,0.866667,0.753086,0.611111,0.866667,0.753086,0.611111,0.866667,0.753086,0.611111,0.866667
heart-statlog,21,0.195767,0.326124,0.063844,10,0.814815,0.777778,0.844444,0.827160,0.777778,0.866667,0.814815,0.777778,0.844444,0.827160,0.777778,0.866667,0.839506,0.777778,0.888889,0.839506,0.777778,0.888889
heart-statlog,22,0.132275,0.276975,0.036637,0,0.827160,0.694444,0.933333,0.827160,0.694444,0.933333,0.827160,0.694444,0.933333,0.827160,0.694444,0.933333,0.827160,0.694444,0.933333,0.827160,0.694444,0.933333
heart-statlog,23,0.137566,0.086103,0.011845,20,0.827160,0.750000,0.888889,0.839506,0.750000,0.911111,0.827160,0.750000,0.888889,0.827160,0.750000,0.888889,0.839506,0.750000,0.911111,0.839506,0.750000,0.911111
heart-statlog,24,0.174603,0.251598,0.043930,0,0.802469,0.750000,0.844444,0.802469,0.750000,0.844444,0.802469,0.750000,0.844444,0.802469,0.750000,0.844444,0.802469,0.750000,0.844444,0.802469,0.750000,0.844444
heart-statlog,25,0.116402,0.289437,0.033691,0,0.839506,0.777778,0.888889,0.839506,0.777778,0.888889,0.839506,0.777778,0.888889,0.839506,0.777778,0.888889,0.839506,0.777778,0.888889,0.839506,0.777778,0.888889
heart-statlog,26,0.190476,0.195640,0.037265,30,0.802469,0.722222,0.866667,0.814815,0.750000,0.866667,0.802469,0.722222,0.866667,0.814815,0.750000,0.866667,0.814815,0.750000,0.866667,0.814815,0.750000,0.866667
heart-statlog,27,0.153439,0.250399,0.038421,10,0.790123,0.694444,0.866667,0.790123,0.694444,0.866667,0.790123,0.694444,0.866667,0.790123,0.694444,0.866667,0.790123,0.694444,0.866667,0.790123,0.694444,0.866667
heart-statlog,28,0.126984,0.212848,0.027028,20,0.827160,0.722222,0.911111,0.839506,0.750000,0.911111,0.839506,0.750000,0.911111,0.839506,0.750000,0.911111,0.839506,0.750000,0.911111,0.839506,0.750000,0.911111
heart-statlog,29,0.158730,0.322392,0.051173,0,0.814815,0.805556,0.822222,0.814815,0.805556,0.822222,0.814815,0.805556,0.822222,0.814815,0.805556,0.822222,0.827160,0.805556,0.844444,0.827160,0.805556,0.844444
haberman,0,0.140187,0.283488,0.039741,0,0.684783,0.166667,0.867647,0.684783,0.208333,0.852941,0.684783,0.208333,0.852941,0.673913,0.208333,0.838235,0.684783,0.208333,0.852941,0.684783,0.208333,0.852941
haberman,1,0.144860,0.082756,0.011988,0,0.728261,0.166667,0.926471,0.728261,0.166667,0.926471,0.728261,0.166667,0.926471,0.728261,0.166667,0.926471,0.717391,0.166667,0.911765,0.717391,0.166667,0.911765
haberman,2,0.130841,0.287901,0.037669,30,0.597826,0.416667,0.661765,0.608696,0.458333,0.661765,0.597826,0.416667,0.661765,0.597826,0.416667,0.661765,0.597826,0.416667,0.661765,0.608696,0.458333,0.661765
haberman,3,0.200935,0.056799,0.011413,30,0.695652,0.416667,0.794118,0.695652,0.416667,0.794118,0.695652,0.416667,0.794118,0.695652,0.416667,0.794118,0.695652,0.416667,0.794118,0.695652,0.416667,0.794118
haberman,4,0.135514,0.102451,0.013884,0,0.673913,0.291667,0.808824,0.673913,0.291667,0.808824,0.673913,0.291667,0.808824,0.684783,0.291667,0.823529,0.684783,0.291667,0.823529,0.684783,0.291667,0.823529
haberman,5,0.112150,0.352535,0.039537,20,0.641304,0.375000,0.735294,0.619565,0.333333,0.720588,0.630435,0.333333,0.735294,0.630435,0.333333,0.735294,0.619565,0.333333,0.720588,0.608696,0.333333,0.705882
haberman,6,0.126168,0.131572,0.016600,0,0.706522,0.375000,0.823529,0.706522,0.375000,0.823529,0.706522,0.375000,0.823529,0.706522,0.375000,0.823529,0.706522,0.375000,0.823529,0.695652,0.375000,0.808824
haberman,7,0.126168,0.334259,0.042173,20,0.706522,0.208333,0.882353,0.706522,0.208333,0.882353,0.695652,0.166667,0.882353,0.706522,0.208333,0.882353,0.706522,0.208333,0.882353,0.717391,0.250000,0.882353
haberman,8,0.182243,0.138356,0.025214,20,0.717391,0.333333,0.852941,0.750000,0.416667,0.867647,0.728261,0.333333,0.867647,0.750000,0.416667,0.867647,0.750000,0.416667,0.867647,0.750000,0.416667,0.867647
haberman,9,0.172897,0.048613,0.008405,30,0.673913,0.208333,0.838235,0.706522,0.291667,0.852941,0.695652,0.291667,0.838235,0.695652,0.291667,0.838235,0.695652,0.291667,0.838235,0.706522,0.291667,0.852941
haberman,10,0.172897,0.054255,0.009381,30,0.695652,0.250000,0.852941,0.706522,0.250000,0.867647,0.695652,0.250000,0.852941,0.695652,0.250000,0.852941,0.706522,0.250000,0.867647,0.706522,0.250000,0.867647
haberman,11,0.126168,0.278582,0.035148,20,0.695652,0.083333,0.911765,0.663043,0.083333,0.867647,0.673913,0.083333,0.882353,0.663043,0.083333,0.867647,0.663043,0.083333,0.867647,0.663043,0.083333,0.867647
haberman,12,0.186916,0.125126,0.023388,20,0.771739,0.333333,0.926471,0.793478,0.333333,0.955882,0.782609,0.333333,0.941176,0.782609,0.333333,0.941176,0.793478,0.333333,0.955882,0.793478,0.333333,0.955882
haberman,13,0.163551,0.112724,0.018436,0,0.717391,0.250000,0.882353,0.717391,0.250000,0.882353,0.717391,0.250000,0.882353,0.717391,0.250000,0.882353,0.717391,0.250000,0.882353,0.717391,0.250000,0.882353
haberman,14,0.186916,0.109503,0.020468,20,0.684783,0.333333,0.808824,0.695652,0.333333,0.823529,0.684783,0.333333,0.808824,0.695652,0.333333,0.823529,0.695652,0.333333,0.823529,0.695652,0.333333,0.823529
haberman,15,0.135514,0.295794,0.040084,30,0.739130,0.291667,0.897059,0.728261,0.250000,0.897059,0.739130,0.333333,0.882353,0.739130,0.333333,0.882353,0.728261,0.291667,0.882353,0.728261,0.250000,0.897059
haberman,16,0.163551,0.098395,0.016093,10,0.717391,0.208333,0.897059,0.717391,0.208333,0.897059,0.728261,0.208333,0.911765,0.717391,0.208333,0.897059,0.717391,0.208333,0.897059,0.717391,0.208333,0.897059
haberman,17,0.158879,0.049437,0.007854,0,0.673913,0.291667,0.808824,0.673913,0.333333,0.794118,0.673913,0.333333,0.794118,0.673913,0.333333,0.794118,0.695652,0.416667,0.794118,0.695652,0.416667,0.794118
haberman,18,0.121495,0.093630,0.011376,30,0.706522,0.291667,0.852941,0.717391,0.291667,0.867647,0.728261,0.291667,0.882353,0.717391,0.291667,0.867647,0.717391,0.291667,0.867647,0.717391,0.291667,0.867647
haberman,19,0.140187,0.155333,0.021776,10,0.728261,0.250000,0.897059,0.750000,0.375000,0.882353,0.750000,0.375000,0.882353,0.750000,0.375000,0.882353,0.750000,0.375000,0.882353,0.760870,0.416667,0.882353
haberman,20,0.149533,0.233461,0.034910,20,0.663043,0.208333,0.823529,0.673913,0.208333,0.838235,0.673913,0.208333,0.838235,0.673913,0.208333,0.838235,0.673913,0.208333,0.838235,0.684783,0.250000,0.838235
haberman,21,0.172897,0.108625,0.018781,20,0.695652,0.333333,0.823529,0.717391,0.333333,0.852941,0.695652,0.333333,0.823529,0.706522,0.333333,0.838235,0.717391,0.333333,0.852941,0.728261,0.333333,0.867647
haberman,22,0.158879,0.051116,0.008121,0,0.695652,0.291667,0.838235,0.695652,0.291667,0.838235,0.695652,0.291667,0.838235,0.695652,0.291667,0.838235,0.695652,0.291667,0.838235,0.695652,0.291667,0.838235
haberman,23,0.126168,0.129712,0.016366,0,0.717391,0.125000,0.926471,0.717391,0.125000,0.926471,0.717391,0.125000,0.926471,0.706522,0.125000,0.911765,0.706522,0.125000,0.911765,0.706522,0.125000,0.911765
haberman,24,0.177570,0.084912,0.015078,0,0.793478,0.416667,0.926471,0.782609,0.375000,0.926471,0.782609,0.375000,0.926471,0.782609,0.375000,0.926471,0.793478,0.416667,0.926471,0.793478,0.416667,0.926471
haberman,25,0.168224,0.117156,0.019708,10,0.684783,0.166667,0.867647,0.684783,0.166667,0.867647,0.684783,0.166667,0.867647,0.684783,0.166667,0.867647,0.684783,0.166667,0.867647,0.684783,0.166667,0.867647
haberman,26,0.116822,0.056579,0.006610,0,0.750000,0.333333,0.897059,0.739130,0.333333,0.882353,0.739130,0.333333,0.882353,0.739130,0.333333,0.882353,0.739130,0.333333,0.882353,0.739130,0.333333,0.882353
haberman,27,0.154206,0.096160,0.014828,0,0.750000,0.291667,0.911765,0.739130,0.250000,0.911765,0.739130,0.250000,0.911765,0.739130,0.250000,0.911765,0.739130,0.250000,0.911765,0.739130,0.250000,0.911765
haberman,28,0.149533,0.112024,0.016751,30,0.684783,0.375000,0.794118,0.684783,0.375000,0.794118,0.684783,0.375000,0.794118,0.684783,0.375000,0.794118,0.684783,0.375000,0.794118,0.684783,0.375000,0.794118
haberman,29,0.144860,0.267828,0.038797,0,0.706522,0.375000,0.823529,0.695652,0.416667,0.794118,0.695652,0.416667,0.794118,0.695652,0.416667,0.794118,0.695652,0.416667,0.794118,0.695652,0.416667,0.794118
spect,0,0.080645,0.071641,0.005778,0,0.851852,0.470588,0.953125,0.851852,0.470588,0.953125,0.851852,0.470588,0.953125,0.851852,0.470588,0.953125,0.851852,0.470588,0.953125,0.851852,0.470588,0.953125
spect,1,0.086022,0.081488,0.007010,0,0.839506,0.647059,0.890625,0.851852,0.705882,0.890625,0.851852,0.705882,0.890625,0.851852,0.705882,0.890625,0.851852,0.705882,0.890625,0.851852,0.705882,0.890625
spect,2,0.059140,0.102320,0.006051,0,0.864198,0.647059,0.921875,0.864198,0.647059,0.921875,0.864198,0.647059,0.921875,0.864198,0.647059,0.921875,0.864198,0.647059,0.921875,0.864198,0.647059,0.921875
spect,3,0.069892,0.117685,0.008225,0,0.827160,0.470588,0.921875,0.814815,0.470588,0.906250,0.814815,0.470588,0.906250,0.814815,0.470588,0.906250,0.827160,0.470588,0.921875,0.827160,0.470588,0.921875
spect,4,0.080645,0.102089,0.008233,0,0.864198,0.588235,0.937500,0.864198,0.588235,0.937500,0.864198,0.588235,0.937500,0.864198,0.588235,0.937500,0.864198,0.588235,0.937500,0.864198,0.588235,0.937500
spect,5,0.053763,0.163764,0.008805,0,0.790123,0.529412,0.859375,0.790123,0.529412,0.859375,0.790123,0.529412,0.859375,0.790123,0.529412,0.859375,0.790123,0.529412,0.859375,0.790123,0.529412,0.859375
spect,6,0.096774,0.067659,0.006548,0,0.827160,0.411765,0.937500,0.827160,0.411765,0.937500,0.827160,0.411765,0.937500,0.827160,0.411765,0.937500,0.827160,0.411765,0.937500,0.827160,0.411765,0.937500
spect,7,0.086022,0.117436,0.010102,0,0.814815,0.470588,0.906250,0.814815,0.470588,0.906250,0.814815,0.470588,0.906250,0.814815,0.470588,0.906250,0.814815,0.470588,0.906250,0.814815,0.470588,0.906250
spect,8,0.069892,0.156922,0.010968,0,0.777778,0.235294,0.921875,0.777778,0.235294,0.921875,0.777778,0.235294,0.921875,0.777778,0.235294,0.921875,0.777778,0.235294,0.921875,0.777778,0.235294,0.921875
spect,9,0.037634,0.316183,0.011899,0,0.790123,0.352941,0.906250,0.790123,0.352941,0.906250,0.790123,0.352941,0.906250,0.790123,0.352941,0.906250,0.790123,0.352941,0.906250,0.790123,0.352941,0.906250
