dataset,rep,M,S,MS,rf_acc,rf_rmin,rf_rmaj,K0_alpha,K0_acc,K0_rmin,K0_rmaj,K10_alpha,K10_acc,K10_rmin,K10_rmaj,K20_alpha,K20_acc,K20_rmin,K20_rmaj,K30_alpha,K30_acc,K30_rmin,K30_rmaj
mammographic-mass,17,0.077381,0.633106,0.048990,0.782007,0.738806,0.819355,1.000000,0.799308,0.761194,0.832258,1.489903,0.809689,0.746269,0.864516,1.979807,0.813149,0.738806,0.877419,2.469710,0.813149,0.738806,0.877419
mammographic-mass,18,0.096726,0.528746,0.051144,0.809689,0.761194,0.851613,1.000000,0.826990,0.791045,0.858065,1.511436,0.820069,0.783582,0.851613,2.022872,0.833910,0.798507,0.864516,2.534308,0.833910,0.798507,0.864516
mammographic-mass,19,0.084821,0.666999,0.056576,0.788927,0.738806,0.832258,1.000000,0.820069,0.783582,0.851613,1.565758,0.823529,0.791045,0.851613,2.131517,0.826990,0.791045,0.858065,2.697275,0.840830,0.813433,0.864516
mammographic-mass,20,0.104167,0.543918,0.056658,0.750865,0.679104,0.812903,1.000000,0.788927,0.768657,0.806452,1.566581,0.799308,0.791045,0.806452,2.133162,0.809689,0.813433,0.806452,2.699744,0.820069,0.835821,0.806452
mammographic-mass,21,0.096726,0.631433,0.061076,0.788927,0.798507,0.780645,1.000000,0.820069,0.835821,0.806452,1.610761,0.830450,0.873134,0.793548,2.221521,0.833910,0.880597,0.793548,2.832282,0.830450,0.888060,0.780645
mammographic-mass,22,0.113095,0.549933,0.062195,0.768166,0.723881,0.806452,1.000000,0.809689,0.753731,0.858065,1.621948,0.816609,0.746269,0.877419,2.243896,0.833910,0.783582,0.877419,2.865844,0.851211,0.813433,0.883871
mammographic-mass,23,0.089286,0.392658,0.035059,0.792388,0.753731,0.825806,1.000000,0.830450,0.805970,0.851613,1.350587,0.837370,0.813433,0.858065,1.701175,0.840830,0.820896,0.858065,2.051762,0.840830,0.820896,0.858065
mammographic-mass,24,0.081845,0.826930,0.067680,0.816609,0.805970,0.825806,1.000000,0.826990,0.798507,0.851613,1.676803,0.830450,0.798507,0.858065,2.353605,0.826990,0.768657,0.877419,3.030408,0.823529,0.753731,0.883871
mammographic-mass,25,0.098214,0.662592,0.065076,0.799308,0.753731,0.838710,1.000000,0.830450,0.783582,0.870968,1.650760,0.830450,0.783582,0.870968,2.301520,0.833910,0.791045,0.870968,2.952281,0.833910,0.798507,0.864516
mammographic-mass,26,0.089286,0.698877,0.062400,0.775087,0.746269,0.800000,1.000000,0.792388,0.768657,0.812903,1.623997,0.799308,0.783582,0.812903,2.247994,0.809689,0.813433,0.806452,2.871992,0.799308,0.813433,0.787097
mammographic-mass,27,0.083333,0.807407,0.067284,0.792388,0.805970,0.780645,1.000000,0.799308,0.820896,0.780645,1.672840,0.792388,0.805970,0.780645,2.345679,0.799308,0.813433,0.787097,3.018519,0.799308,0.820896,0.780645
mammographic-mass,28,0.077381,0.507654,0.039283,0.754325,0.731343,0.774194,1.000000,0.799308,0.783582,0.812903,1.392827,0.806228,0.805970,0.806452,1.785655,0.813149,0.828358,0.800000,2.178482,0.813149,0.828358,0.800000
mammographic-mass,29,0.077381,0.706353,0.054658,0.782007,0.731343,0.825806,1.000000,0.806228,0.753731,0.851613,1.546583,0.813149,0.761194,0.858065,2.093166,0.806228,0.746269,0.858065,2.639749,0.802768,0.746269,0.851613
wine-quality-red,0,0.147453,0.145095,0.021395,0.793750,0.784753,0.801556,1.000000,0.791667,0.775785,0.805447,1.213946,0.793750,0.775785,0.809339,1.427893,0.791667,0.771300,0.809339,1.641839,0.791667,0.771300,0.809339
wine-quality-red,1,0.158177,0.064626,0.010222,0.793750,0.784753,0.801556,1.000000,0.791667,0.780269,0.801556,1.102224,0.791667,0.780269,0.801556,1.204447,0.791667,0.780269,0.801556,1.306671,0.791667,0.780269,0.801556
wine-quality-red,2,0.151921,0.072318,0.010987,0.835417,0.825112,0.844358,1.000000,0.841667,0.820628,0.859922,1.109866,0.841667,0.820628,0.859922,1.219732,0.841667,0.820628,0.859922,1.329598,0.841667,0.820628,0.859922
wine-quality-red,3,0.149240,0.224344,0.033481,0.827083,0.802691,0.848249,1.000000,0.825000,0.807175,0.840467,1.334812,0.825000,0.807175,0.840467,1.669625,0.825000,0.807175,0.840467,2.004437,0.822917,0.807175,0.836576
wine-quality-red,4,0.162645,0.202530,0.032940,0.806250,0.802691,0.809339,1.000000,0.804167,0.807175,0.801556,1.329405,0.802083,0.807175,0.797665,1.658810,0.802083,0.807175,0.797665,1.988214,0.804167,0.811659,0.797665
wine-quality-red,5,0.174263,0.398020,0.069360,0.816667,0.820628,0.813230,1.000000,0.812500,0.811659,0.813230,1.693601,0.810417,0.807175,0.813230,2.387202,0.810417,0.807175,0.813230,3.080803,0.804167,0.793722,0.813230
wine-quality-red,6,0.164433,0.249502,0.041026,0.806250,0.793722,0.817121,1.000000,0.806250,0.793722,0.817121,1.410262,0.806250,0.793722,0.817121,1.820524,0.806250,0.793722,0.817121,2.230785,0.806250,0.793722,0.817121
wine-quality-red,7,0.159071,0.240506,0.038257,0.800000,0.825112,0.778210,1.000000,0.804167,0.834081,0.778210,1.382575,0.808333,0.838565,0.782101,1.765150,0.810417,0.843049,0.782101,2.147725,0.808333,0.843049,0.778210
wine-quality-red,8,0.159964,0.178031,0.028479,0.827083,0.829596,0.824903,1.000000,0.829167,0.834081,0.824903,1.284787,0.829167,0.834081,0.824903,1.569573,0.827083,0.829596,0.824903,1.854360,0.827083,0.829596,0.824903
wine-quality-red,9,0.161752,0.198202,0.032059,0.810417,0.807175,0.813230,1.000000,0.812500,0.816143,0.809339,1.320594,0.812500,0.816143,0.809339,1.641189,0.812500,0.816143,0.809339,1.961783,0.810417,0.811659,0.809339
wine-quality-red,10,0.168007,0.270266,0.045407,0.797917,0.762332,0.828794,1.000000,0.802083,0.771300,0.828794,1.454066,0.802083,0.771300,0.828794,1.908132,0.804167,0.771300,0.832685,2.362198,0.804167,0.771300,0.832685
wine-quality-red,11,0.158177,0.300000,0.047453,0.808333,0.807175,0.809339,1.000000,0.806250,0.820628,0.793774,1.474531,0.802083,0.820628,0.785992,1.949062,0.802083,0.825112,0.782101,2.423592,0.802083,0.825112,0.782101
wine-quality-red,12,0.149240,0.232747,0.034735,0.808333,0.793722,0.821012,1.000000,0.816667,0.798206,0.832685,1.347353,0.816667,0.802691,0.828794,1.694705,0.822917,0.816143,0.828794,2.042058,0.820833,0.816143,0.824903
wine-quality-red,13,0.163539,0.296217,0.048443,0.814583,0.807175,0.821012,1.000000,0.812500,0.802691,0.821012,1.484430,0.812500,0.802691,0.821012,1.968860,0.812500,0.802691,0.821012,2.453289,0.812500,0.802691,0.821012
wine-quality-red,14,0.148347,0.276923,0.041081,0.797917,0.771300,0.821012,1.000000,0.797917,0.775785,0.817121,1.410806,0.797917,0.775785,0.817121,1.821613,0.795833,0.775785,0.813230,2.232419,0.795833,0.775785,0.813230
wine-quality-red,15,0.165326,0.167522,0.027696,0.825000,0.793722,0.852140,1.000000,0.827083,0.798206,0.852140,1.276957,0.827083,0.798206,0.852140,1.553914,0.827083,0.798206,0.852140,1.830871,0.825000,0.798206,0.848249
wine-quality-red,16,0.162645,0.461218,0.075015,0.781250,0.730942,0.824903,1.000000,0.779167,0.726457,0.824903,1.750149,0.781250,0.730942,0.824903,2.500298,0.781250,0.730942,0.824903,3.250447,0.781250,0.726457,0.828794
wine-quality-red,17,0.166220,0.196708,0.032697,0.825000,0.811659,0.836576,1.000000,0.822917,0.802691,0.840467,1.326968,0.822917,0.802691,0.840467,1.653935,0.818750,0.798206,0.836576,1.980903,0.816667,0.793722,0.836576
wine-quality-red,18,0.167113,0.177981,0.029743,0.785417,0.766816,0.801556,1.000000,0.793750,0.775785,0.809339,1.297431,0.791667,0.771300,0.809339,1.594862,0.793750,0.771300,0.813230,1.892293,0.793750,0.771300,0.813230
wine-quality-red,19,0.163539,0.428477,0.070073,0.804167,0.798206,0.809339,1.000000,0.806250,0.798206,0.813230,1.700726,0.804167,0.802691,0.805447,2.401452,0.806250,0.807175,0.805447,3.102178,0.808333,0.811659,0.805447
wine-quality-red,20,0.151921,0.200711,0.030492,0.793750,0.762332,0.821012,1.000000,0.793750,0.757848,0.824903,1.304922,0.793750,0.757848,0.824903,1.609845,0.795833,0.757848,0.828794,1.914767,0.793750,0.753363,0.828794
wine-quality-red,21,0.138517,0.433070,0.059987,0.775000,0.762332,0.785992,1.000000,0.768750,0.753363,0.782101,1.599873,0.766667,0.762332,0.770428,2.199746,0.772917,0.766816,0.778210,2.799619,0.772917,0.762332,0.782101
wine-quality-red,22,0.151921,0.353896,0.053764,0.800000,0.784753,0.813230,1.000000,0.789583,0.775785,0.801556,1.537644,0.789583,0.780269,0.797665,2.075288,0.791667,0.780269,0.801556,2.612931,0.795833,0.780269,0.809339
wine-quality-red,23,0.163539,0.193772,0.031689,0.806250,0.834081,0.782101,1.000000,0.806250,0.838565,0.778210,1.316892,0.808333,0.843049,0.778210,1.633784,0.806250,0.843049,0.774319,1.950676,0.808333,0.847534,0.774319
wine-quality-red,24,0.142091,0.462175,0.065671,0.777083,0.771300,0.782101,1.000000,0.777083,0.775785,0.778210,1.656709,0.772917,0.780269,0.766537,2.313418,0.777083,0.789238,0.766537,2.970127,0.775000,0.789238,0.762646
wine-quality-red,25,0.169794,0.199204,0.033824,0.814583,0.807175,0.821012,1.000000,0.812500,0.802691,0.821012,1.338238,0.814583,0.802691,0.824903,1.676475,0.818750,0.807175,0.828794,2.014713,0.818750,0.807175,0.828794
wine-quality-red,26,0.158177,0.250673,0.039651,0.810417,0.762332,0.852140,1.000000,0.812500,0.762332,0.856031,1.396507,0.812500,0.762332,0.856031,1.793013,0.810417,0.762332,0.852140,2.189520,0.804167,0.753363,0.848249
wine-quality-red,27,0.155496,0.197296,0.030679,0.808333,0.820628,0.797665,1.000000,0.802083,0.816143,0.789883,1.306787,0.804167,0.820628,0.789883,1.613573,0.804167,0.820628,0.789883,1.920360,0.804167,0.820628,0.789883
wine-quality-red,28,0.166220,0.358009,0.059508,0.837500,0.843049,0.832685,1.000000,0.839583,0.847534,0.832685,1.595083,0.839583,0.847534,0.832685,2.190165,0.839583,0.847534,0.832685,2.785248,0.839583,0.847534,0.832685
wine-quality-red,29,0.161752,0.231186,0.037395,0.820833,0.820628,0.821012,1.000000,0.820833,0.820628,0.821012,1.373947,0.818750,0.820628,0.817121,1.747895,0.818750,0.820628,0.817121,2.121842,0.820833,0.825112,0.817121
wine-quality-white,0,0.134189,0.076423,0.010255,0.827211,0.689024,0.896728,1.000000,0.829252,0.693089,0.897751,1.102551,0.827891,0.693089,0.895706,1.205103,0.827211,0.693089,0.894683,1.307654,0.826531,0.695122,0.892638
wine-quality-white,1,0.142649,0.037812,0.005394,0.823810,0.652439,0.910020,1.000000,0.823129,0.650407,0.910020,1.053938,0.823129,0.650407,0.910020,1.107876,0.823129,0.650407,0.910020,1.161814,0.823129,0.650407,0.910020
wine-quality-white,2,0.140023,0.069407,0.009719,0.829932,0.684959,0.902863,1.000000,0.829252,0.686992,0.900818,1.097185,0.830612,0.691057,0.900818,1.194371,0.830612,0.691057,0.900818,1.291556,0.830612,0.691057,0.900818
wine-quality-white,3,0.127188,0.088385,0.011242,0.822449,0.656504,0.905930,1.000000,0.821769,0.646341,0.910020,1.112415,0.821769,0.646341,0.910020,1.224831,0.821769,0.646341,0.910020,1.337246,0.821088,0.646341,0.908998
wine-quality-white,4,0.123687,0.046480,0.005749,0.827211,0.668699,0.906953,1.000000,0.827211,0.668699,0.906953,1.057490,0.827211,0.668699,0.906953,1.114980,0.826531,0.666667,0.906953,1.172470,0.826531,0.666667,0.906953
wine-quality-white,5,0.128355,0.044574,0.005721,0.825850,0.699187,0.889571,1.000000,0.827211,0.705285,0.888548,1.057213,0.827211,0.705285,0.888548,1.114426,0.827211,0.705285,0.888548,1.171639,0.827211,0.705285,0.888548
wine-quality-white,6,0.133606,0.032823,0.004385,0.837415,0.713415,0.899796,1.000000,0.841497,0.731707,0.896728,1.043853,0.841497,0.731707,0.896728,1.087706,0.841497,0.731707,0.896728,1.131558,0.841497,0.731707,0.896728
wine-quality-white,7,0.134189,0.023021,0.003089,0.840136,0.701220,0.910020,1.000000,0.840816,0.699187,0.912065,1.030892,0.840816,0.699187,0.912065,1.061784,0.840816,0.699187,0.912065,1.092676,0.840816,0.699187,0.912065
wine-quality-white,8,0.135356,0.090506,0.012250,0.829932,0.686992,0.901840,1.000000,0.828571,0.678862,0.903885,1.122505,0.829932,0.678862,0.905930,1.245009,0.831293,0.678862,0.907975,1.367514,0.831293,0.678862,0.907975
wine-quality-white,9,0.125438,0.054555,0.006843,0.834014,0.676829,0.913088,1.000000,0.834014,0.674797,0.914110,1.068432,0.834014,0.674797,0.914110,1.136864,0.834014,0.674797,0.914110,1.205296,0.834014,0.674797,0.914110
wine-quality-white,10,0.136231,0.051170,0.006971,0.834014,0.719512,0.891616,1.000000,0.838776,0.723577,0.896728,1.069710,0.838776,0.723577,0.896728,1.139419,0.838776,0.723577,0.896728,1.209129,0.838776,0.723577,0.896728
wine-quality-white,11,0.138273,0.031772,0.004393,0.841497,0.715447,0.904908,1.000000,0.841497,0.715447,0.904908,1.043932,0.841497,0.715447,0.904908,1.087864,0.842177,0.717480,0.904908,1.131797,0.843537,0.721545,0.904908
wine-quality-white,12,0.138565,0.081407,0.011280,0.825170,0.697154,0.889571,1.000000,0.825170,0.697154,0.889571,1.112801,0.825170,0.697154,0.889571,1.225603,0.824490,0.697154,0.888548,1.338404,0.825170,0.697154,0.889571
wine-quality-white,13,0.132439,0.072540,0.009607,0.851701,0.707317,0.924335,1.000000,0.852381,0.709350,0.924335,1.096071,0.853061,0.709350,0.925358,1.192142,0.853061,0.709350,0.925358,1.288213,0.853061,0.709350,0.925358
wine-quality-white,14,0.133314,0.021000,0.002800,0.842177,0.697154,0.915133,1.000000,0.840136,0.705285,0.907975,1.027996,0.840136,0.705285,0.907975,1.055992,0.840136,0.705285,0.907975,1.083987,0.840136,0.705285,0.907975
wine-quality-white,15,0.133314,0.069903,0.009319,0.830612,0.682927,0.904908,1.000000,0.829932,0.674797,0.907975,1.093190,0.829932,0.674797,0.907975,1.186380,0.829252,0.672764,0.907975,1.279571,0.830612,0.672764,0.910020
wine-quality-white,16,0.131564,0.042761,0.005626,0.843537,0.695122,0.918200,1.000000,0.844898,0.701220,0.917178,1.056258,0.844898,0.701220,0.917178,1.112517,0.844898,0.701220,0.917178,1.168775,0.844898,0.701220,0.917178
wine-quality-white,17,0.129813,0.058543,0.007600,0.814286,0.670732,0.886503,1.000000,0.817007,0.666667,0.892638,1.075997,0.817007,0.666667,0.892638,1.151994,0.817007,0.666667,0.892638,1.227991,0.818367,0.666667,0.894683
wine-quality-white,18,0.124854,0.024943,0.003114,0.819728,0.668699,0.895706,1.000000,0.818367,0.662602,0.896728,1.031142,0.818367,0.662602,0.896728,1.062284,0.818367,0.662602,0.896728,1.093426,0.818367,0.662602,0.896728
wine-quality-white,19,0.122229,0.040288,0.004924,0.812925,0.689024,0.875256,1.000000,0.814966,0.691057,0.877301,1.049243,0.814966,0.691057,0.877301,1.098487,0.814966,0.691057,0.877301,1.147730,0.816327,0.691057,0.879346
wine-quality-white,20,0.128938,0.047869,0.006172,0.830612,0.682927,0.904908,1.000000,0.830612,0.691057,0.900818,1.061721,0.829932,0.691057,0.899796,1.123443,0.829252,0.691057,0.898773,1.185164,0.829252,0.691057,0.898773
wine-quality-white,21,0.130688,0.096580,0.012622,0.845578,0.705285,0.916155,1.000000,0.846259,0.707317,0.916155,1.126219,0.844898,0.707317,0.914110,1.252438,0.845578,0.709350,0.914110,1.378658,0.845578,0.709350,0.914110
wine-quality-white,22,0.131564,0.040093,0.005275,0.833333,0.689024,0.905930,1.000000,0.833333,0.689024,0.905930,1.052748,0.833333,0.689024,0.905930,1.105496,0.833333,0.689024,0.905930,1.158244,0.833333,0.689024,0.905930
wine-quality-white,23,0.135648,0.062688,0.008504,0.837415,0.719512,0.896728,1.000000,0.838095,0.723577,0.895706,1.085035,0.838095,0.723577,0.895706,1.170071,0.838095,0.723577,0.895706,1.255106,0.838776,0.725610,0.895706
wine-quality-white,24,0.135064,0.063510,0.008578,0.826531,0.693089,0.893661,1.000000,0.824490,0.691057,0.891616,1.085780,0.824490,0.691057,0.891616,1.171559,0.824490,0.691057,0.891616,1.257339,0.824490,0.691057,0.891616
wine-quality-white,25,0.134481,0.029280,0.003938,0.831973,0.652439,0.922290,1.000000,0.831293,0.648374,0.923313,1.039376,0.831293,0.648374,0.923313,1.078753,0.831293,0.648374,0.923313,1.118129,0.831293,0.648374,0.923313
wine-quality-white,26,0.136231,0.072115,0.009824,0.840136,0.674797,0.923313,1.000000,0.841497,0.676829,0.924335,1.098243,0.841497,0.676829,0.924335,1.196487,0.842857,0.680894,0.924335,1.294730,0.842177,0.680894,0.923313
wine-quality-white,27,0.127480,0.046386,0.005913,0.812245,0.662602,0.887526,1.000000,0.813605,0.660569,0.890593,1.059133,0.813605,0.660569,0.890593,1.118267,0.813605,0.660569,0.890593,1.177400,0.813605,0.660569,0.890593
wine-quality-white,28,0.124562,0.014918,0.001858,0.830612,0.678862,0.906953,1.000000,0.825850,0.672764,0.902863,1.018583,0.825850,0.672764,0.902863,1.037165,0.825850,0.672764,0.902863,1.055748,0.825850,0.672764,0.902863
wine-quality-white,29,0.126313,0.076813,0.009702,0.819728,0.662602,0.898773,1.000000,0.819728,0.670732,0.894683,1.097025,0.819728,0.670732,0.894683,1.194050,0.819728,0.670732,0.894683,1.291075,0.819728,0.670732,0.894683
thoracic-surgery,0,0.048632,0.108352,0.005269,0.851064,0.000000,1.000000,1.000000,0.851064,0.000000,1.000000,1.052694,0.851064,0.000000,1.000000,1.105388,0.851064,0.000000,1.000000,1.158081,0.851064,0.000000,1.000000
thoracic-surgery,1,0.048632,0.125451,0.006101,0.851064,0.047619,0.991667,1.000000,0.851064,0.047619,0.991667,1.061009,0.851064,0.047619,0.991667,1.122019,0.851064,0.047619,0.991667,1.183028,0.851064,0.047619,0.991667
thoracic-surgery,2,0.030395,0.082715,0.002514,0.843972,0.000000,0.991667,1.000000,0.843972,0.000000,0.991667,1.025141,0.843972,0.000000,0.991667,1.050283,0.843972,0.000000,0.991667,1.075424,0.843972,0.000000,0.991667
thoracic-surgery,3,0.027356,0.000000,0.000000,0.851064,0.000000,1.000000,1.000000,0.851064,0.000000,1.000000,1.000000,0.851064,0.000000,1.000000,1.000000,0.851064,0.000000,1.000000,1.000000,0.851064,0.000000,1.000000
thoracic-surgery,4,0.033435,0.126429,0.004227,0.851064,0.000000,1.000000,1.000000,0.851064,0.000000,1.000000,1.042271,0.851064,0.000000,1.000000,1.084542,0.851064,0.000000,1.000000,1.126814,0.851064,0.000000,1.000000
thoracic-surgery,5,0.039514,0.184183,0.007278,0.851064,0.000000,1.000000,1.000000,0.851064,0.000000,1.000000,1.072777,0.851064,0.000000,1.000000,1.145555,0.851064,0.000000,1.000000,1.218332,0.851064,0.000000,1.000000
thoracic-surgery,6,0.036474,0.254013,0.009265,0.843972,0.000000,0.991667,1.000000,0.836879,0.000000,0.983333,1.092649,0.836879,0.000000,0.983333,1.185298,0.836879,0.000000,0.983333,1.277948,0.836879,0.000000,0.983333
thoracic-surgery,7,0.057751,0.171874,0.009926,0.836879,0.000000,0.983333,1.000000,0.836879,0.000000,0.983333,1.099258,0.836879,0.000000,0.983333,1.198517,0.836879,0.000000,0.983333,1.297775,0.836879,0.000000,0.983333
thoracic-surgery,8,0.060790,0.033309,0.002025,0.851064,0.000000,1.000000,1.000000,0.851064,0.000000,1.000000,1.020249,0.851064,0.000000,1.000000,1.040497,0.851064,0.000000,1.000000,1.060746,0.851064,0.000000,1.000000
thoracic-surgery,9,0.039514,0.093350,0.003689,0.858156,0.095238,0.991667,1.000000,0.843972,0.095238,0.975000,1.036886,0.843972,0.095238,0.975000,1.073772,0.843972,0.095238,0.975000,1.110658,0.843972,0.095238,0.975000
thoracic-surgery,10,0.048632,0.198875,0.009672,0.851064,0.047619,0.991667,1.000000,0.851064,0.047619,0.991667,1.096717,0.851064,0.047619,0.991667,1.193435,0.851064,0.047619,0.991667,1.290152,0.851064,0.047619,0.991667
thoracic-surgery,11,0.039514,0.198684,0.007851,0.851064,0.000000,1.000000,1.000000,0.851064,0.000000,1.000000,1.078507,0.851064,0.000000,1.000000,1.157014,0.851064,0.000000,1.000000,1.235522,0.851064,0.000000,1.000000
thoracic-surgery,12,0.057751,0.235499,0.013600,0.851064,0.047619,0.991667,1.000000,0.851064,0.047619,0.991667,1.136002,0.851064,0.047619,0.991667,1.272005,0.851064,0.047619,0.991667,1.408007,0.851064,0.047619,0.991667
thoracic-surgery,13,0.033435,0.210791,0.007048,0.851064,0.000000,1.000000,1.000000,0.851064,0.000000,1.000000,1.070477,0.851064,0.000000,1.000000,1.140955,0.851064,0.000000,1.000000,1.211432,0.851064,0.000000,1.000000
thoracic-surgery,14,0.042553,0.000000,0.000000,0.858156,0.047619,1.000000,1.000000,0.858156,0.047619,1.000000,1.000000,0.858156,0.047619,1.000000,1.000000,0.858156,0.047619,1.000000,1.000000,0.858156,0.047619,1.000000
thoracic-surgery,15,0.057751,0.198375,0.011456,0.843972,0.000000,0.991667,1.000000,0.843972,0.000000,0.991667,1.114563,0.843972,0.000000,0.991667,1.229126,0.843972,0.000000,0.991667,1.343689,0.843972,0.000000,0.991667
thoracic-surgery,16,0.033435,0.073823,0.002468,0.843972,0.047619,0.983333,1.000000,0.843972,0.047619,0.983333,1.024683,0.843972,0.047619,0.983333,1.049365,0.843972,0.047619,0.983333,1.074048,0.843972,0.047619,0.983333
thoracic-surgery,17,0.079027,0.140239,0.011083,0.836879,0.000000,0.983333,1.000000,0.836879,0.000000,0.983333,1.110827,0.836879,0.000000,0.983333,1.221655,0.836879,0.000000,0.983333,1.332482,0.836879,0.000000,0.983333
thoracic-surgery,18,0.036474,0.198598,0.007244,0.843972,0.000000,0.991667,1.000000,0.843972,0.000000,0.991667,1.072437,0.843972,0.000000,0.991667,1.144874,0.843972,0.000000,0.991667,1.217311,0.843972,0.000000,0.991667
