dataset,rep,M,S,MS,rf_acc,rf_rmin,rf_rmaj,K0_alpha,K0_acc,K0_rmin,K0_rmaj,K10_alpha,K10_acc,K10_rmin,K10_rmaj,K20_alpha,K20_acc,K20_rmin,K20_rmaj,K30_alpha,K30_acc,K30_rmin,K30_rmaj
musk,21,0.003248,0.761136,0.002472,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.024723,1.000000,1.000000,1.000000,1.049446,1.000000,1.000000,1.000000,1.074169,1.000000,1.000000,1.000000
musk,22,0.002165,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,23,0.003032,0.679909,0.002061,0.999495,0.996721,1.000000,1.000000,1.000000,1.000000,1.000000,1.020612,1.000000,1.000000,1.000000,1.041224,1.000000,1.000000,1.000000,1.061837,1.000000,1.000000,1.000000
musk,24,0.003681,0.489304,0.001801,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.018013,1.000000,1.000000,1.000000,1.036025,1.000000,1.000000,1.000000,1.054038,1.000000,1.000000,1.000000
musk,25,0.002815,0.518051,0.001458,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.014583,1.000000,1.000000,1.000000,1.029167,1.000000,1.000000,1.000000,1.043750,1.000000,1.000000,1.000000
musk,26,0.003248,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,27,0.001949,0.507771,0.000990,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.009896,1.000000,1.000000,1.000000,1.019792,1.000000,1.000000,1.000000,1.029688,1.000000,1.000000,1.000000
musk,28,0.004331,0.779777,0.003377,0.996970,0.980328,1.000000,1.000000,1.000000,1.000000,1.000000,1.033771,1.000000,1.000000,1.000000,1.067542,1.000000,1.000000,1.000000,1.101314,1.000000,1.000000,1.000000
musk,29,0.004331,0.453749,0.001965,1.000000,1.000000,1.000000,1.000000,0.999495,0.996721,1.000000,1.019651,0.999495,0.996721,1.000000,1.039303,0.999495,0.996721,1.000000,1.058954,0.999495,0.996721,1.000000
nomao,0,0.046013,0.089624,0.004124,0.953333,0.922897,0.965485,1.000000,0.954000,0.920561,0.967351,1.041239,0.954000,0.920561,0.967351,1.082477,0.954000,0.920561,0.967351,1.123716,0.954000,0.920561,0.967351
nomao,1,0.036868,0.035138,0.001295,0.942667,0.908879,0.956157,1.000000,0.942667,0.906542,0.957090,1.012954,0.942667,0.906542,0.957090,1.025909,0.942667,0.906542,0.957090,1.038863,0.942667,0.906542,0.957090
nomao,2,0.040011,0.064845,0.002595,0.942667,0.897196,0.960821,1.000000,0.944000,0.894860,0.963619,1.025946,0.944000,0.894860,0.963619,1.051891,0.944000,0.894860,0.963619,1.077837,0.944000,0.894860,0.963619
nomao,3,0.041155,0.059944,0.002467,0.953333,0.894860,0.976679,1.000000,0.952667,0.892523,0.976679,1.024670,0.952667,0.892523,0.976679,1.049340,0.952667,0.892523,0.976679,1.074010,0.953333,0.894860,0.976679
nomao,4,0.044584,0.086210,0.003844,0.952000,0.908879,0.969216,1.000000,0.953333,0.908879,0.971082,1.038436,0.953333,0.908879,0.971082,1.076872,0.953333,0.908879,0.971082,1.115308,0.953333,0.908879,0.971082
nomao,5,0.041155,0.060326,0.002483,0.956000,0.920561,0.970149,1.000000,0.956000,0.918224,0.971082,1.024827,0.956000,0.918224,0.971082,1.049654,0.956000,0.918224,0.971082,1.074480,0.956000,0.918224,0.971082
nomao,6,0.040869,0.046223,0.001889,0.945333,0.880841,0.971082,1.000000,0.944667,0.878505,0.971082,1.018891,0.944667,0.878505,0.971082,1.037781,0.944667,0.878505,0.971082,1.056672,0.944667,0.878505,0.971082
nomao,7,0.036582,0.116910,0.004277,0.946000,0.866822,0.977612,1.000000,0.946667,0.866822,0.978545,1.042768,0.946667,0.866822,0.978545,1.085536,0.946667,0.866822,0.978545,1.128304,0.946667,0.866822,0.978545
nomao,8,0.041726,0.110632,0.004616,0.950667,0.906542,0.968284,1.000000,0.951333,0.911215,0.967351,1.046163,0.951333,0.911215,0.967351,1.092325,0.950667,0.911215,0.966418,1.138488,0.950667,0.911215,0.966418
nomao,9,0.043727,0.051868,0.002268,0.952000,0.894860,0.974813,1.000000,0.951333,0.892523,0.974813,1.022680,0.951333,0.892523,0.974813,1.045361,0.950667,0.890187,0.974813,1.068041,0.950667,0.890187,0.974813
nomao,10,0.039726,0.024442,0.000971,0.949333,0.897196,0.970149,1.000000,0.950667,0.899533,0.971082,1.009710,0.950667,0.899533,0.971082,1.019420,0.950667,0.899533,0.971082,1.029130,0.950667,0.899533,0.971082
nomao,11,0.039726,0.040385,0.001604,0.938000,0.862150,0.968284,1.000000,0.937333,0.859813,0.968284,1.016043,0.937333,0.859813,0.968284,1.032087,0.937333,0.859813,0.968284,1.048130,0.937333,0.859813,0.968284
nomao,12,0.044584,0.098540,0.004393,0.949333,0.899533,0.969216,1.000000,0.950667,0.904206,0.969216,1.043933,0.950667,0.904206,0.969216,1.087867,0.950667,0.904206,0.969216,1.131800,0.950667,0.904206,0.969216
nomao,13,0.038297,0.084163,0.003223,0.948000,0.913551,0.961754,1.000000,0.950000,0.913551,0.964552,1.032231,0.950000,0.913551,0.964552,1.064463,0.950000,0.913551,0.964552,1.096694,0.950000,0.913551,0.964552
nomao,14,0.042298,0.042123,0.001782,0.958667,0.913551,0.976679,1.000000,0.959333,0.913551,0.977612,1.017817,0.959333,0.913551,0.977612,1.035634,0.959333,0.913551,0.977612,1.053451,0.959333,0.913551,0.977612
nomao,15,0.038582,0.103350,0.003988,0.942000,0.876168,0.968284,1.000000,0.940667,0.871495,0.968284,1.039875,0.940667,0.871495,0.968284,1.079750,0.940667,0.871495,0.968284,1.119625,0.940667,0.871495,0.968284
nomao,16,0.041440,0.075052,0.003110,0.958000,0.918224,0.973881,1.000000,0.960667,0.922897,0.975746,1.031102,0.960667,0.922897,0.975746,1.062204,0.960667,0.922897,0.975746,1.093306,0.960667,0.922897,0.975746
nomao,17,0.038868,0.053229,0.002069,0.950667,0.904206,0.969216,1.000000,0.952000,0.906542,0.970149,1.020689,0.952000,0.906542,0.970149,1.041379,0.952000,0.906542,0.970149,1.062068,0.952000,0.906542,0.970149
nomao,18,0.042869,0.063421,0.002719,0.957333,0.929907,0.968284,1.000000,0.958000,0.929907,0.969216,1.027188,0.958000,0.929907,0.969216,1.054376,0.958000,0.929907,0.969216,1.081564,0.958000,0.929907,0.969216
nomao,19,0.040297,0.108102,0.004356,0.946667,0.897196,0.966418,1.000000,0.949333,0.899533,0.969216,1.043562,0.949333,0.899533,0.969216,1.087124,0.949333,0.899533,0.969216,1.130686,0.949333,0.899533,0.969216
nomao,20,0.048014,0.107010,0.005138,0.960667,0.913551,0.979478,1.000000,0.960000,0.908879,0.980410,1.051379,0.960000,0.908879,0.980410,1.102759,0.960000,0.908879,0.980410,1.154138,0.960000,0.908879,0.980410
nomao,21,0.040583,0.025445,0.001033,0.940667,0.876168,0.966418,1.000000,0.942000,0.876168,0.968284,1.010326,0.941333,0.876168,0.967351,1.020653,0.941333,0.876168,0.967351,1.030979,0.941333,0.876168,0.967351
nomao,22,0.038297,0.087511,0.003351,0.949333,0.899533,0.969216,1.000000,0.952000,0.901869,0.972015,1.033514,0.952000,0.901869,0.972015,1.067027,0.952667,0.904206,0.972015,1.100541,0.952667,0.904206,0.972015
nomao,23,0.037725,0.046572,0.001757,0.942000,0.850467,0.978545,1.000000,0.942000,0.850467,0.978545,1.017570,0.942000,0.850467,0.978545,1.035139,0.942000,0.850467,0.978545,1.052709,0.942000,0.850467,0.978545
nomao,24,0.042012,0.096843,0.004069,0.948000,0.899533,0.967351,1.000000,0.948667,0.899533,0.968284,1.040686,0.948667,0.899533,0.968284,1.081371,0.948667,0.899533,0.968284,1.122057,0.948667,0.899533,0.968284
nomao,25,0.042298,0.041242,0.001744,0.945333,0.883178,0.970149,1.000000,0.944667,0.878505,0.971082,1.017445,0.944667,0.878505,0.971082,1.034889,0.944667,0.878505,0.971082,1.052334,0.944667,0.878505,0.971082
nomao,26,0.036868,0.163869,0.006041,0.950000,0.922897,0.960821,1.000000,0.949333,0.918224,0.961754,1.060415,0.949333,0.918224,0.961754,1.120829,0.949333,0.918224,0.961754,1.181244,0.948667,0.915888,0.961754
nomao,27,0.042298,0.086471,0.003658,0.957333,0.911215,0.975746,1.000000,0.959333,0.913551,0.977612,1.036575,0.959333,0.913551,0.977612,1.073151,0.959333,0.913551,0.977612,1.109726,0.959333,0.913551,0.977612
nomao,28,0.042012,0.069706,0.002928,0.949333,0.878505,0.977612,1.000000,0.948667,0.878505,0.976679,1.029285,0.948667,0.878505,0.976679,1.058570,0.948667,0.878505,0.976679,1.087854,0.948667,0.878505,0.976679
nomao,29,0.036582,0.064673,0.002366,0.946000,0.908879,0.960821,1.000000,0.949333,0.913551,0.963619,1.023658,0.949333,0.913551,0.963619,1.047317,0.949333,0.913551,0.963619,1.070975,0.949333,0.913551,0.963619
bank-marketing,0,0.073450,0.050182,0.003686,0.898000,0.302857,0.976604,1.000000,0.898000,0.302857,0.976604,1.036859,0.898000,0.302857,0.976604,1.073717,0.898000,0.302857,0.976604,1.110576,0.898000,0.302857,0.976604
bank-marketing,1,0.075736,0.068704,0.005203,0.894000,0.291429,0.973585,1.000000,0.894667,0.291429,0.974340,1.052034,0.894667,0.291429,0.974340,1.104068,0.895333,0.291429,0.975094,1.156102,0.895333,0.291429,0.975094
bank-marketing,2,0.071449,0.035057,0.002505,0.896000,0.320000,0.972075,1.000000,0.895333,0.320000,0.971321,1.025048,0.895333,0.320000,0.971321,1.050096,0.895333,0.320000,0.971321,1.075145,0.895333,0.320000,0.971321
bank-marketing,3,0.063161,0.048726,0.003078,0.904667,0.405714,0.970566,1.000000,0.902000,0.400000,0.968302,1.030775,0.902000,0.400000,0.968302,1.061551,0.902000,0.400000,0.968302,1.092326,0.902000,0.400000,0.968302
bank-marketing,4,0.064018,0.032170,0.002059,0.890000,0.331429,0.963774,1.000000,0.890667,0.337143,0.963774,1.020595,0.890667,0.337143,0.963774,1.041190,0.890667,0.337143,0.963774,1.061785,0.890667,0.337143,0.963774
bank-marketing,5,0.062589,0.056997,0.003567,0.889333,0.285714,0.969057,1.000000,0.888667,0.274286,0.969811,1.035674,0.888667,0.274286,0.969811,1.071348,0.888667,0.274286,0.969811,1.107022,0.888667,0.274286,0.969811
bank-marketing,6,0.072878,0.021860,0.001593,0.900667,0.325714,0.976604,1.000000,0.898667,0.308571,0.976604,1.015931,0.898667,0.308571,0.976604,1.031863,0.898667,0.308571,0.976604,1.047794,0.898667,0.308571,0.976604
bank-marketing,7,0.073450,0.061109,0.004488,0.897333,0.302857,0.975849,1.000000,0.897333,0.302857,0.975849,1.044884,0.897333,0.302857,0.975849,1.089768,0.897333,0.302857,0.975849,1.134652,0.897333,0.302857,0.975849
bank-marketing,8,0.070020,0.057323,0.004014,0.898000,0.331429,0.972830,1.000000,0.898000,0.331429,0.972830,1.040138,0.898000,0.331429,0.972830,1.080276,0.898000,0.331429,0.972830,1.120413,0.898000,0.331429,0.972830
bank-marketing,9,0.077451,0.021325,0.001652,0.905333,0.320000,0.982642,1.000000,0.904667,0.320000,0.981887,1.016516,0.904667,0.320000,0.981887,1.033032,0.904667,0.320000,0.981887,1.049548,0.904667,0.320000,0.981887
bank-marketing,10,0.070877,0.025134,0.001781,0.899333,0.308571,0.977358,1.000000,0.899333,0.308571,0.977358,1.017814,0.899333,0.308571,0.977358,1.035629,0.899333,0.308571,0.977358,1.053443,0.899333,0.308571,0.977358
bank-marketing,11,0.059160,0.064451,0.003813,0.898000,0.308571,0.975849,1.000000,0.897333,0.325714,0.972830,1.038129,0.897333,0.325714,0.972830,1.076258,0.897333,0.325714,0.972830,1.114386,0.897333,0.325714,0.972830
bank-marketing,12,0.077451,0.076953,0.005960,0.898667,0.354286,0.970566,1.000000,0.898667,0.360000,0.969811,1.059600,0.898667,0.360000,0.969811,1.119201,0.898667,0.360000,0.969811,1.178801,0.898667,0.360000,0.969811
bank-marketing,13,0.077736,0.022315,0.001735,0.895333,0.297143,0.974340,1.000000,0.894667,0.291429,0.974340,1.017347,0.894667,0.291429,0.974340,1.034694,0.894667,0.291429,0.974340,1.052041,0.894667,0.291429,0.974340
bank-marketing,14,0.076308,0.027341,0.002086,0.901333,0.314286,0.978868,1.000000,0.900667,0.314286,0.978113,1.020863,0.900667,0.314286,0.978113,1.041726,0.900667,0.314286,0.978113,1.062589,0.900667,0.314286,0.978113
bank-marketing,15,0.069163,0.031221,0.002159,0.885333,0.308571,0.961509,1.000000,0.884667,0.297143,0.962264,1.021593,0.884667,0.297143,0.962264,1.043186,0.884667,0.297143,0.962264,1.064779,0.884667,0.297143,0.962264
bank-marketing,16,0.067734,0.043929,0.002975,0.898667,0.331429,0.973585,1.000000,0.901333,0.342857,0.975094,1.029755,0.901333,0.342857,0.975094,1.059509,0.901333,0.342857,0.975094,1.089264,0.901333,0.342857,0.975094
bank-marketing,17,0.070592,0.061519,0.004343,0.895333,0.297143,0.974340,1.000000,0.895333,0.302857,0.973585,1.043427,0.895333,0.302857,0.973585,1.086854,0.895333,0.302857,0.973585,1.130281,0.894667,0.297143,0.973585
bank-marketing,18,0.066019,0.058307,0.003849,0.902000,0.302857,0.981132,1.000000,0.903333,0.308571,0.981887,1.038493,0.903333,0.308571,0.981887,1.076987,0.903333,0.308571,0.981887,1.115480,0.903333,0.308571,0.981887
bank-marketing,19,0.074879,0.032635,0.002444,0.894000,0.314286,0.970566,1.000000,0.894000,0.308571,0.971321,1.024437,0.894000,0.308571,0.971321,1.048874,0.894000,0.308571,0.971321,1.073310,0.894000,0.308571,0.971321
bank-marketing,20,0.073450,0.068031,0.004997,0.898000,0.297143,0.977358,1.000000,0.899333,0.314286,0.976604,1.049968,0.899333,0.314286,0.976604,1.099937,0.899333,0.314286,0.976604,1.149905,0.899333,0.314286,0.976604
bank-marketing,21,0.074307,0.029253,0.002174,0.904000,0.348571,0.977358,1.000000,0.904000,0.348571,0.977358,1.021737,0.904000,0.348571,0.977358,1.043475,0.904000,0.348571,0.977358,1.065212,0.904000,0.348571,0.977358
bank-marketing,22,0.064590,0.055982,0.003616,0.884667,0.262857,0.966792,1.000000,0.886000,0.274286,0.966792,1.036159,0.886000,0.274286,0.966792,1.072317,0.886000,0.274286,0.966792,1.108476,0.886000,0.274286,0.966792
bank-marketing,23,0.072021,0.048199,0.003471,0.897333,0.268571,0.980377,1.000000,0.896667,0.268571,0.979623,1.034713,0.896667,0.268571,0.979623,1.069427,0.896667,0.268571,0.979623,1.104140,0.896667,0.268571,0.979623
bank-marketing,24,0.072021,0.072174,0.005198,0.904000,0.320000,0.981132,1.000000,0.904000,0.325714,0.980377,1.051980,0.904000,0.325714,0.980377,1.103960,0.904000,0.325714,0.980377,1.155941,0.904000,0.325714,0.980377
bank-marketing,25,0.069163,0.055742,0.003855,0.898000,0.320000,0.974340,1.000000,0.898000,0.331429,0.972830,1.038553,0.898000,0.331429,0.972830,1.077105,0.898000,0.331429,0.972830,1.115658,0.898000,0.331429,0.972830
bank-marketing,26,0.060875,0.043262,0.002634,0.890000,0.297143,0.968302,1.000000,0.890667,0.302857,0.968302,1.026336,0.890667,0.302857,0.968302,1.052671,0.890667,0.302857,0.968302,1.079007,0.890667,0.302857,0.968302
bank-marketing,27,0.066590,0.089605,0.005967,0.895333,0.245714,0.981132,1.000000,0.896000,0.251429,0.981132,1.059669,0.896000,0.251429,0.981132,1.119337,0.896667,0.257143,0.981132,1.179006,0.896667,0.257143,0.981132
bank-marketing,28,0.072021,0.051562,0.003714,0.900000,0.285714,0.981132,1.000000,0.899333,0.285714,0.980377,1.037136,0.899333,0.285714,0.980377,1.074271,0.899333,0.285714,0.980377,1.111407,0.900000,0.291429,0.980377
bank-marketing,29,0.076022,0.038430,0.002922,0.900000,0.268571,0.983396,1.000000,0.899333,0.262857,0.983396,1.029215,0.900000,0.268571,0.983396,1.058430,0.900000,0.268571,0.983396,1.087646,0.900000,0.268571,0.983396
breast-cancer-uci,0,0.170000,0.157592,0.026791,0.709302,0.423077,0.833333,1.000000,0.709302,0.423077,0.833333,1.267907,0.709302,0.423077,0.833333,1.535814,0.709302,0.423077,0.833333,1.803722,0.709302,0.423077,0.833333
breast-cancer-uci,1,0.140000,0.122008,0.017081,0.709302,0.269231,0.900000,1.000000,0.709302,0.269231,0.900000,1.170811,0.709302,0.269231,0.900000,1.341621,0.709302,0.269231,0.900000,1.512432,0.709302,0.269231,0.900000
breast-cancer-uci,2,0.145000,0.154600,0.022417,0.755814,0.461538,0.883333,1.000000,0.732558,0.461538,0.850000,1.224170,0.732558,0.461538,0.850000,1.448340,0.732558,0.461538,0.850000,1.672510,0.744186,0.461538,0.866667
breast-cancer-uci,3,0.150000,0.101102,0.015165,0.686047,0.346154,0.833333,1.000000,0.686047,0.384615,0.816667,1.151652,0.697674,0.384615,0.833333,1.303305,0.709302,0.384615,0.850000,1.454957,0.697674,0.346154,0.850000
breast-cancer-uci,4,0.110000,0.237052,0.026076,0.651163,0.192308,0.850000,1.000000,0.662791,0.230769,0.850000,1.260757,0.674419,0.230769,0.866667,1.521513,0.686047,0.230769,0.883333,1.782270,0.686047,0.230769,0.883333
breast-cancer-uci,5,0.155000,0.099047,0.015352,0.720930,0.346154,0.883333,1.000000,0.720930,0.346154,0.883333,1.153523,0.720930,0.346154,0.883333,1.307046,0.720930,0.346154,0.883333,1.460569,0.720930,0.346154,0.883333
breast-cancer-uci,6,0.145000,0.206623,0.029960,0.720930,0.269231,0.916667,1.000000,0.709302,0.269231,0.900000,1.299603,0.709302,0.269231,0.900000,1.599206,0.709302,0.269231,0.900000,1.898809,0.709302,0.269231,0.900000
breast-cancer-uci,7,0.125000,0.057314,0.007164,0.686047,0.230769,0.883333,1.000000,0.697674,0.307692,0.866667,1.071643,0.697674,0.307692,0.866667,1.143286,0.697674,0.307692,0.866667,1.214928,0.697674,0.307692,0.866667
breast-cancer-uci,8,0.195000,0.121819,0.023755,0.697674,0.423077,0.816667,1.000000,0.720930,0.500000,0.816667,1.237548,0.720930,0.500000,0.816667,1.475096,0.720930,0.500000,0.816667,1.712643,0.709302,0.500000,0.800000
breast-cancer-uci,9,0.135000,0.240177,0.032424,0.697674,0.346154,0.850000,1.000000,0.709302,0.307692,0.883333,1.324238,0.720930,0.346154,0.883333,1.648477,0.720930,0.346154,0.883333,1.972715,0.720930,0.346154,0.883333
breast-cancer-uci,10,0.150000,0.144164,0.021625,0.686047,0.346154,0.833333,1.000000,0.697674,0.346154,0.850000,1.216246,0.686047,0.307692,0.850000,1.432492,0.686047,0.307692,0.850000,1.648739,0.686047,0.307692,0.850000
breast-cancer-uci,11,0.190000,0.101359,0.019258,0.732558,0.307692,0.916667,1.000000,0.720930,0.346154,0.883333,1.192581,0.720930,0.346154,0.883333,1.385163,0.709302,0.346154,0.866667,1.577744,0.697674,0.307692,0.866667
breast-cancer-uci,12,0.135000,0.193205,0.026083,0.697674,0.346154,0.850000,1.000000,0.697674,0.384615,0.833333,1.260827,0.697674,0.384615,0.833333,1.521654,0.697674,0.384615,0.833333,1.782481,0.686047,0.384615,0.816667
breast-cancer-uci,13,0.195000,0.044907,0.008757,0.686047,0.384615,0.816667,1.000000,0.686047,0.384615,0.816667,1.087568,0.686047,0.384615,0.816667,1.175136,0.697674,0.384615,0.833333,1.262704,0.697674,0.384615,0.833333
breast-cancer-uci,14,0.140000,0.183852,0.025739,0.732558,0.461538,0.850000,1.000000,0.732558,0.423077,0.866667,1.257392,0.744186,0.423077,0.883333,1.514784,0.755814,0.423077,0.900000,1.772176,0.755814,0.423077,0.900000
breast-cancer-uci,15,0.175000,0.092929,0.016263,0.686047,0.346154,0.833333,1.000000,0.697674,0.346154,0.850000,1.162626,0.686047,0.307692,0.850000,1.325252,0.674419,0.269231,0.850000,1.487878,0.686047,0.269231,0.866667
breast-cancer-uci,16,0.220000,0.096081,0.021138,0.709302,0.269231,0.900000,1.000000,0.732558,0.307692,0.916667,1.211379,0.732558,0.307692,0.916667,1.422757,0.744186,0.307692,0.933333,1.634136,0.744186,0.307692,0.933333
breast-cancer-uci,17,0.165000,0.215811,0.035609,0.720930,0.307692,0.900000,1.000000,0.720930,0.307692,0.900000,1.356088,0.720930,0.307692,0.900000,1.712176,0.709302,0.269231,0.900000,2.068263,0.709302,0.269231,0.900000
breast-cancer-uci,18,0.210000,0.052161,0.010954,0.720930,0.346154,0.883333,1.000000,0.755814,0.346154,0.933333,1.109537,0.744186,0.307692,0.933333,1.219074,0.744186,0.307692,0.933333,1.328612,0.744186,0.307692,0.933333
breast-cancer-uci,19,0.145000,0.160319,0.023246,0.744186,0.461538,0.866667,1.000000,0.720930,0.384615,0.866667,1.232463,0.720930,0.384615,0.866667,1.464927,0.720930,0.384615,0.866667,1.697390,0.720930,0.384615,0.866667
breast-cancer-uci,20,0.185000,0.195667,0.036198,0.709302,0.307692,0.883333,1.000000,0.697674,0.307692,0.866667,1.361984,0.686047,0.269231,0.866667,1.723968,0.686047,0.269231,0.866667,2.085952,0.686047,0.269231,0.866667
breast-cancer-uci,21,0.205000,0.214478,0.043968,0.697674,0.423077,0.816667,1.000000,0.709302,0.423077,0.833333,1.439681,0.709302,0.423077,0.833333,1.879362,0.709302,0.423077,0.833333,2.319042,0.709302,0.384615,0.850000
breast-cancer-uci,22,0.150000,0.141551,0.021233,0.720930,0.230769,0.933333,1.000000,0.720930,0.230769,0.933333,1.212326,0.720930,0.230769,0.933333,1.424653,0.709302,0.192308,0.933333,1.636979,0.709302,0.192308,0.933333
breast-cancer-uci,23,0.130000,0.125133,0.016267,0.744186,0.461538,0.866667,1.000000,0.767442,0.500000,0.883333,1.162673,0.767442,0.500000,0.883333,1.325346,0.755814,0.500000,0.866667,1.488019,0.755814,0.500000,0.866667
breast-cancer-uci,24,0.185000,0.084415,0.015617,0.697674,0.269231,0.883333,1.000000,0.686047,0.230769,0.883333,1.156168,0.686047,0.230769,0.883333,1.312335,0.686047,0.230769,0.883333,1.468503,0.697674,0.230769,0.900000
breast-cancer-uci,25,0.155000,0.152687,0.023667,0.790698,0.538462,0.900000,1.000000,0.790698,0.576923,0.883333,1.236665,0.790698,0.576923,0.883333,1.473330,0.790698,0.576923,0.883333,1.709995,0.790698,0.576923,0.883333
breast-cancer-uci,26,0.140000,0.163313,0.022864,0.767442,0.500000,0.883333,1.000000,0.779070,0.500000,0.900000,1.228638,0.779070,0.500000,0.900000,1.457275,0.779070,0.500000,0.900000,1.685913,0.790698,0.500000,0.916667
breast-cancer-uci,27,0.155000,0.063348,0.009819,0.686047,0.269231,0.866667,1.000000,0.686047,0.269231,0.866667,1.098189,0.686047,0.269231,0.866667,1.196377,0.686047,0.269231,0.866667,1.294566,0.674419,0.269231,0.850000
breast-cancer-uci,28,0.205000,0.083661,0.017150,0.732558,0.576923,0.800000,1.000000,0.720930,0.538462,0.800000,1.171504,0.720930,0.538462,0.800000,1.343009,0.720930,0.538462,0.800000,1.514513,0.720930,0.538462,0.800000
breast-cancer-uci,29,0.155000,0.152346,0.023614,0.744186,0.346154,0.916667,1.000000,0.744186,0.423077,0.883333,1.236136,0.744186,0.423077,0.883333,1.472271,0.744186,0.423077,0.883333,1.708407,0.744186,0.423077,0.883333
mammographic-mass,0,0.089286,0.603570,0.053890,0.785467,0.843284,0.735484,1.000000,0.809689,0.850746,0.774194,1.538902,0.806228,0.843284,0.774194,2.077804,0.816609,0.843284,0.793548,2.616706,0.820069,0.850746,0.793548
mammographic-mass,1,0.074405,0.723909,0.053862,0.809689,0.776119,0.838710,1.000000,0.858131,0.858209,0.858065,1.538623,0.865052,0.865672,0.864516,2.077245,0.865052,0.858209,0.870968,2.615868,0.865052,0.858209,0.870968
mammographic-mass,2,0.084821,0.596411,0.050588,0.782007,0.783582,0.780645,1.000000,0.799308,0.798507,0.800000,1.505885,0.813149,0.798507,0.825806,2.011769,0.823529,0.805970,0.838710,2.517654,0.826990,0.805970,0.845161
mammographic-mass,3,0.105655,0.681613,0.072016,0.813149,0.761194,0.858065,1.000000,0.830450,0.776119,0.877419,1.720157,0.830450,0.776119,0.877419,2.440314,0.830450,0.776119,0.877419,3.160471,0.826990,0.768657,0.877419
mammographic-mass,4,0.084821,0.662499,0.056194,0.785467,0.746269,0.819355,1.000000,0.823529,0.813433,0.832258,1.561941,0.840830,0.828358,0.851613,2.123882,0.837370,0.820896,0.851613,2.685823,0.847751,0.828358,0.864516
mammographic-mass,5,0.086310,0.741137,0.063967,0.743945,0.723881,0.761290,1.000000,0.792388,0.813433,0.774194,1.639672,0.823529,0.813433,0.832258,2.279344,0.826990,0.828358,0.825806,2.919016,0.826990,0.828358,0.825806
mammographic-mass,6,0.087798,0.666500,0.058517,0.768166,0.723881,0.806452,1.000000,0.820069,0.783582,0.851613,1.585171,0.823529,0.798507,0.845161,2.170343,0.826990,0.805970,0.845161,2.755514,0.823529,0.805970,0.838710
mammographic-mass,7,0.078869,0.659921,0.052047,0.778547,0.738806,0.812903,1.000000,0.806228,0.783582,0.825806,1.520473,0.813149,0.805970,0.819355,2.040946,0.813149,0.828358,0.800000,2.561419,0.816609,0.828358,0.806452
mammographic-mass,8,0.089286,0.871250,0.077790,0.788927,0.716418,0.851613,1.000000,0.806228,0.716418,0.883871,1.777902,0.809689,0.716418,0.890323,2.555803,0.806228,0.716418,0.883871,3.333705,0.802768,0.708955,0.883871
mammographic-mass,9,0.087798,0.846320,0.074305,0.792388,0.820896,0.767742,1.000000,0.802768,0.820896,0.787097,1.743049,0.799308,0.820896,0.780645,2.486098,0.806228,0.828358,0.787097,3.229147,0.820069,0.828358,0.812903
mammographic-mass,10,0.090774,0.424358,0.038521,0.792388,0.761194,0.819355,1.000000,0.826990,0.820896,0.832258,1.385206,0.823529,0.828358,0.819355,1.770412,0.830450,0.843284,0.819355,2.155618,0.837370,0.843284,0.832258
mammographic-mass,11,0.098214,0.676897,0.066481,0.806228,0.783582,0.825806,1.000000,0.816609,0.798507,0.832258,1.664809,0.820069,0.813433,0.825806,2.329619,0.826990,0.805970,0.845161,2.994428,0.830450,0.805970,0.851613
mammographic-mass,12,0.075893,0.497005,0.037719,0.809689,0.761194,0.851613,1.000000,0.826990,0.798507,0.851613,1.377191,0.823529,0.798507,0.845161,1.754382,0.830450,0.805970,0.851613,2.131573,0.830450,0.805970,0.851613
mammographic-mass,13,0.087798,0.634111,0.055673,0.782007,0.723881,0.832258,1.000000,0.820069,0.753731,0.877419,1.556734,0.823529,0.761194,0.877419,2.113469,0.823529,0.783582,0.858065,2.670203,0.820069,0.783582,0.851613
mammographic-mass,14,0.086310,0.747155,0.064487,0.785467,0.768657,0.800000,1.000000,0.806228,0.768657,0.838710,1.644866,0.816609,0.768657,0.858065,2.289731,0.837370,0.805970,0.864516,2.934597,0.840830,0.820896,0.858065
mammographic-mass,15,0.083333,0.636455,0.053038,0.788927,0.731343,0.838710,1.000000,0.816609,0.791045,0.838710,1.530379,0.833910,0.805970,0.858065,2.060758,0.833910,0.805970,0.858065,2.591137,0.837370,0.813433,0.858065
mammographic-mass,16,0.105655,0.682234,0.072081,0.806228,0.783582,0.825806,1.000000,0.826990,0.805970,0.845161,1.720813,0.847751,0.828358,0.864516,2.441626,0.840830,0.835821,0.845161,3.162439,0.847751,0.843284,0.851613
